Transaction_ID,User_ID,Date,Transaction_Amount,Transaction_Type,Device_Type,Location,Merchant_Category,Account_Balance,Card_Type,Card_Age,Daily_Transaction_Count,Previous_Fraudulent_Activity,Fraud_Label
TXN028884,USR7345,2023-07-20,93.81,Mobile Payment,Mobile,City_15,Electronics,10725.7,Credit,80,4,0,1
TXN028885,USR1978,2023-07-20,146.5,POS,Mobile,City_2,Entertainment,31758.99,Credit,50,4,0,0
TXN028886,USR6965,2023-07-20,899.02,Online,Desktop,City_17,Gas,4306.4,Debit,1,2,0,1
TXN028887,USR4972,2023-07-20,10.0,POS,Mobile,City_20,Entertainment,37994.48,Credit,53,4,0,0
TXN028888,USR1312,2023-07-20,3345.53,POS,Desktop,City_16,Electronics,14902.99,Credit,51,1,0,1
TXN028889,USR7246,2023-07-20,39.8,ATM,Mobile,City_19,Groceries,37521.31,Credit,138,2,0,0
TXN028890,USR6588,2023-07-20,195.66,Online,ATM,City_14,Electronics,19641.52,Credit,73,1,0,1
TXN028891,USR4416,2023-07-20,228.39,POS,Desktop,City_12,Electronics,17608.26,Debit,6,4,0,0
TXN028892,USR2646,2023-07-20,553.64,POS,Mobile,City_2,Groceries,810.31,Debit,105,2,0,0
TXN028893,USR8241,2023-07-20,109.92,Online,Tablet,City_14,Travel,5017.93,Credit,64,2,0,0
TXN028894,USR2709,2023-07-20,332.2,Online,Mobile,City_1,Restaurants,4676.24,Credit,3,1,0,0
TXN028895,USR5100,2023-07-20,578.46,POS,Mobile,City_1,Healthcare,3828.1,Credit,71,2,0,1
TXN028896,USR7603,2023-07-20,2276.96,Online,Desktop,City_1,Gas,173.46,Prepaid,3,2,0,1
TXN028897,USR9831,2023-07-20,259.75,Mobile Payment,Desktop,City_3,Gas,5671.09,Debit,18,5,0,0
TXN028898,USR7276,2023-07-20,573.46,POS,Desktop,City_19,Electronics,3667.69,Prepaid,21,2,0,1
TXN028899,USR2461,2023-07-20,1548.18,ATM,Tablet,City_17,Entertainment,14414.43,Prepaid,91,3,0,1
TXN028900,USR7811,2023-07-20,231.09,ATM,Desktop,City_8,Groceries,8694.89,Credit,12,5,0,0
TXN028901,USR9560,2023-07-20,28.06,Wire Transfer,Mobile,City_16,Restaurants,24585.5,Credit,116,4,0,0
TXN028902,USR7697,2023-07-20,419.68,Wire Transfer,Mobile,City_16,Entertainment,7873.01,Debit,82,2,0,0
TXN028903,USR3986,2023-07-20,447.1,POS,Mobile,City_15,Clothing,9122.62,Credit,83,5,0,0
TXN028904,USR7394,2023-07-20,81.35,Online,Mobile,City_5,Clothing,14321.41,Credit,18,3,0,0
TXN028905,USR7164,2023-07-20,472.04,POS,Mobile,City_3,Clothing,4294.07,Credit,18,2,0,0
TXN028906,USR2062,2023-07-20,284.21,Online,ATM,City_20,Travel,6719.87,Debit,13,3,0,0
TXN028907,USR3911,2023-07-20,151.04,Wire Transfer,Tablet,City_20,Gas,24922.56,Credit,78,3,1,0
TXN028908,USR6760,2023-07-20,588.4,Online,Mobile,City_16,Entertainment,4425.05,Debit,1,4,0,1
TXN028909,USR2585,2023-07-20,261.92,POS,Mobile,City_8,Restaurants,31386.37,Debit,5,5,0,0
TXN028910,USR2881,2023-07-20,1090.44,POS,Mobile,City_18,Entertainment,20942.91,Credit,89,1,0,0
TXN028911,USR7484,2023-07-20,728.26,Online,ATM,City_7,Gas,7539.69,Debit,31,4,0,0
TXN028912,USR3840,2023-07-20,10.0,Online,ATM,City_7,Healthcare,30525.35,Credit,31,6,0,0
TXN028913,USR9635,2023-07-20,759.34,Online,ATM,City_7,Entertainment,21982.75,Credit,82,6,0,0
TXN028914,USR7164,2023-07-20,4111.37,ATM,Desktop,City_4,Electronics,1441.98,Debit,2,3,0,1
TXN028915,USR1687,2023-07-20,791.94,Wire Transfer,Desktop,City_15,Clothing,38646.95,Credit,92,1,1,0
TXN028916,USR6001,2023-07-20,252.42,POS,Tablet,City_5,Electronics,26677.7,Debit,1,3,0,0
TXN028917,USR9074,2023-07-20,434.81,POS,Desktop,City_7,Healthcare,13748.5,Prepaid,48,3,0,0
TXN028918,USR1084,2023-07-20,731.96,Online,Mobile,City_15,Groceries,559.33,Debit,45,1,1,0
TXN028919,USR8480,2023-07-20,209.43,Mobile Payment,Mobile,City_4,Restaurants,1388.77,Debit,19,1,0,0
TXN028920,USR1884,2023-07-20,564.15,POS,Desktop,City_18,Clothing,5704.93,Credit,73,3,1,1
TXN028921,USR8694,2023-07-20,10.0,Mobile Payment,Desktop,City_1,Groceries,2218.94,Debit,1,2,0,0
TXN028922,USR8039,2023-07-20,246.18,POS,Mobile,City_16,Travel,19697.32,Debit,241,5,0,0
TXN028923,USR3134,2023-07-20,80.83,ATM,Mobile,City_5,Restaurants,561.6,Debit,48,6,1,0
TXN028924,USR3608,2023-07-20,2114.34,Online,Mobile,City_20,Clothing,5272.32,Credit,2,3,0,1
TXN028925,USR8279,2023-07-20,176.23,Online,ATM,City_5,Gas,10701.55,Credit,47,2,0,0
TXN028926,USR3651,2023-07-20,132.24,ATM,Desktop,City_15,Travel,21190.16,Debit,49,1,0,0
TXN028927,USR9154,2023-07-20,474.83,POS,ATM,City_13,Electronics,47896.61,Debit,21,1,1,0
TXN028928,USR6571,2023-07-20,304.23,Online,Mobile,City_5,Groceries,37435.28,Debit,31,3,0,0
TXN028929,USR1382,2023-07-20,201.55,Online,Mobile,City_9,Entertainment,32014.63,Prepaid,23,4,0,0
TXN028930,USR6477,2023-07-20,72.66,Online,Mobile,City_13,Groceries,4149.35,Credit,16,4,0,0
TXN028931,USR2798,2023-07-20,270.23,Online,ATM,City_12,Gas,6788.89,Prepaid,59,2,1,0
TXN028932,USR5696,2023-07-20,823.09,Online,Desktop,City_8,Groceries,35798.07,Credit,173,3,0,0
TXN028933,USR6532,2023-07-20,297.23,Wire Transfer,Mobile,City_3,Clothing,85785.47,Credit,281,5,0,0
TXN028934,USR4177,2023-07-20,511.45,POS,Mobile,City_18,Gas,28897.67,Credit,29,3,0,1
TXN028935,USR3864,2023-07-20,473.62,ATM,Mobile,City_17,Healthcare,7128.4,Credit,24,2,0,1
TXN028936,USR1271,2023-07-20,10.0,Mobile Payment,Mobile,City_9,Entertainment,9838.63,Credit,117,1,1,0
TXN028937,USR7526,2023-07-20,1065.46,POS,Mobile,City_13,Electronics,17466.61,Debit,223,4,0,1
TXN028938,USR4581,2023-07-20,3502.21,POS,Desktop,City_5,Entertainment,5800.49,Prepaid,79,1,0,1
TXN028939,USR8766,2023-07-20,4821.96,Mobile Payment,Mobile,City_2,Travel,2038.18,Debit,8,5,1,1
TXN028940,USR2714,2023-07-20,8721.73,Wire Transfer,Mobile,City_2,Travel,16050.75,Credit,34,3,0,1
TXN028941,USR9872,2023-07-20,50.0,ATM,Desktop,City_5,Groceries,16754.25,Credit,226,4,0,1
TXN028942,USR7731,2023-07-20,69.61,Online,Desktop,City_9,Gas,10216.66,Credit,80,1,0,0
TXN028943,USR3331,2023-07-20,250.09,ATM,Mobile,City_19,Entertainment,93654.66,Credit,17,2,0,0
TXN028944,USR5338,2023-07-20,570.0,Mobile Payment,Desktop,City_2,Healthcare,12847.0,Debit,61,3,0,0
TXN028945,USR7020,2023-07-21,10.0,POS,Mobile,City_7,Clothing,1257.64,Credit,42,4,0,0
TXN028946,USR7540,2023-07-21,68.91,POS,Desktop,City_6,Electronics,8395.09,Credit,8,2,0,0
TXN028947,USR2668,2023-07-21,208.45,Mobile Payment,Mobile,City_3,Electronics,1810.2,Credit,14,1,0,0
TXN028948,USR7778,2023-07-21,1245.59,Online,Tablet,City_15,Gas,8839.5,Credit,3,5,0,1
TXN028949,USR3816,2023-07-21,8315.36,Mobile Payment,Mobile,City_18,Groceries,7599.79,Credit,16,2,0,1
TXN028950,USR9661,2023-07-21,212.03,ATM,ATM,City_14,Healthcare,2515.07,Credit,98,1,0,0
TXN028951,USR2558,2023-07-21,464.73,Mobile Payment,Mobile,City_13,Groceries,1765.59,Debit,143,4,0,0
TXN028952,USR1953,2023-07-21,45.95,Online,Mobile,City_2,Restaurants,20851.2,Credit,43,3,0,0
TXN028953,USR1464,2023-07-21,63.28,POS,Mobile,City_13,Groceries,20550.3,Credit,63,4,0,0
TXN028954,USR5843,2023-07-21,107.93,Wire Transfer,Mobile,City_10,Entertainment,21166.98,Credit,122,5,0,0
TXN028955,USR9160,2023-07-21,1806.47,POS,Desktop,City_9,Electronics,7114.95,Debit,51,6,0,1
TXN028956,USR9602,2023-07-21,1791.76,Mobile Payment,Desktop,City_4,Groceries,329.64,Credit,236,3,0,1
TXN028957,USR2812,2023-07-21,158.1,Online,Mobile,City_9,Groceries,2383.07,Prepaid,65,2,0,0
TXN028958,USR7355,2023-07-21,1001.47,POS,ATM,City_11,Groceries,8160.09,Debit,3,1,0,0
TXN028959,USR1503,2023-07-21,93.36,Mobile Payment,Desktop,City_2,Healthcare,30225.7,Credit,43,4,0,0
TXN028960,USR9362,2023-07-21,2273.91,Online,ATM,City_9,Travel,22599.87,Credit,7,4,0,1
TXN028961,USR6989,2023-07-21,65.83,Mobile Payment,Mobile,City_18,Electronics,2889.03,Credit,45,1,1,0
TXN028962,USR9787,2023-07-21,338.21,Mobile Payment,Mobile,City_4,Groceries,3249.83,Credit,225,3,0,0
TXN028963,USR8236,2023-07-21,3132.57,Online,Desktop,City_20,Healthcare,10981.59,Credit,6,1,1,1
TXN028964,USR1639,2023-07-21,440.15,Mobile Payment,ATM,City_7,Clothing,45768.23,Debit,50,2,0,0
TXN028965,USR8745,2023-07-21,432.35,Wire Transfer,Mobile,City_7,Entertainment,17283.16,Debit,115,2,0,0
TXN028966,USR3353,2023-07-21,286.47,POS,Desktop,City_2,Electronics,3286.35,Credit,66,2,0,0
TXN028967,USR5506,2023-07-21,52.37,Online,Mobile,City_20,Entertainment,7310.52,Credit,1,6,0,0
TXN028968,USR4420,2023-07-21,183.15,Wire Transfer,Desktop,City_18,Travel,9819.61,Prepaid,68,3,0,0
TXN028969,USR3903,2023-07-21,296.14,POS,Desktop,City_8,Clothing,4362.14,Prepaid,51,3,0,0
TXN028970,USR8015,2023-07-21,92.72,POS,Desktop,City_11,Electronics,2464.87,Credit,109,1,0,0
TXN028971,USR4302,2023-07-21,1094.96,Wire Transfer,ATM,City_15,Clothing,25883.64,Debit,57,2,0,1
TXN028972,USR5259,2023-07-21,2331.03,Online,Mobile,City_9,Gas,1653.48,Credit,22,1,0,1
TXN028973,USR1691,2023-07-21,1155.47,Online,ATM,City_19,Gas,18978.35,Debit,9,4,0,1
TXN028974,USR2374,2023-07-21,2104.04,POS,ATM,City_6,Groceries,14706.81,Debit,8,4,0,1
TXN028975,USR9490,2023-07-21,146.22,POS,Desktop,City_18,Clothing,7426.51,Credit,22,3,0,0
TXN028976,USR8133,2023-07-21,808.35,ATM,Desktop,City_17,Travel,6475.68,Debit,20,1,0,0
TXN028977,USR9277,2023-07-21,287.76,Online,Desktop,City_4,Electronics,6622.51,Credit,165,3,0,0
TXN028978,USR7892,2023-07-21,18.11,ATM,Mobile,City_19,Gas,55994.21,Debit,35,7,0,0
TXN028979,USR3826,2023-07-21,1524.53,POS,Mobile,City_9,Electronics,5835.75,Credit,7,1,0,1
TXN028980,USR1322,2023-07-21,3754.46,Online,Desktop,City_15,Entertainment,54696.23,Prepaid,44,3,0,1
TXN028981,USR4514,2023-07-21,21.04,POS,Mobile,City_18,Restaurants,5586.07,Credit,62,1,0,0
TXN028982,USR1834,2023-07-21,2422.42,Mobile Payment,Desktop,City_13,Electronics,2447.01,Credit,6,5,1,1
TXN028983,USR7271,2023-07-21,191.76,POS,ATM,City_20,Gas,5727.11,Credit,120,1,0,0
TXN028984,USR2578,2023-07-21,1114.05,Online,Desktop,City_13,Entertainment,15363.71,Credit,23,4,0,0
TXN028985,USR5788,2023-07-21,177.6,POS,Mobile,City_10,Gas,23084.58,Debit,29,4,1,0
TXN028986,USR4063,2023-07-21,194.08,Online,ATM,City_4,Clothing,1728.31,Credit,13,1,1,1
TXN028987,USR3332,2023-07-21,112.63,ATM,ATM,City_9,Groceries,8658.74,Credit,83,1,0,0
TXN028988,USR9931,2023-07-21,74.3,ATM,Desktop,City_6,Travel,3104.32,Credit,4,7,0,0
TXN028989,USR6297,2023-07-21,24.73,Wire Transfer,Tablet,City_3,Electronics,4793.1,Credit,30,1,0,0
TXN028990,USR5193,2023-07-21,2935.4,Online,ATM,City_2,Groceries,65411.15,Prepaid,4,3,0,1
TXN028991,USR4576,2023-07-21,50.91,POS,Mobile,City_20,Electronics,3243.5,Debit,9,3,1,0
TXN028992,USR1570,2023-07-21,200.84,POS,Mobile,City_3,Gas,1796.19,Credit,19,5,0,0
TXN028993,USR4877,2023-07-21,60.57,POS,ATM,City_10,Groceries,7463.71,Credit,31,5,0,0
TXN028994,USR5895,2023-07-21,59.39,Online,Mobile,City_18,Clothing,8028.81,Prepaid,19,3,0,0
TXN028995,USR4595,2023-07-21,69.9,POS,Mobile,City_6,Groceries,7662.25,Credit,4,2,0,1
TXN028996,USR1921,2023-07-21,516.23,Online,ATM,City_16,Gas,15757.59,Credit,4,1,0,0
TXN028997,USR3593,2023-07-21,4026.39,POS,ATM,City_20,Healthcare,19822.9,Debit,2,2,0,1
TXN028998,USR2628,2023-07-21,548.49,Online,Mobile,City_13,Healthcare,4337.42,Debit,1,6,0,1
TXN028999,USR2711,2023-07-21,67.58,POS,Desktop,City_19,Gas,34092.19,Debit,129,3,0,0
TXN029000,USR7875,2023-07-21,93.95,Online,Tablet,City_3,Travel,31674.61,Credit,72,1,0,0
TXN029001,USR6441,2023-07-21,505.8,POS,Tablet,City_18,Travel,17565.27,Credit,89,3,1,0
TXN029002,USR3334,2023-07-21,552.65,Wire Transfer,Mobile,City_20,Electronics,299.64,Debit,48,4,0,0
TXN029003,USR2071,2023-07-21,588.44,ATM,Mobile,City_7,Clothing,20853.28,Credit,34,2,0,0
TXN029004,USR8647,2023-07-21,12.8,POS,Desktop,City_4,Restaurants,14966.48,Credit,42,4,1,0
TXN029005,USR2456,2023-07-21,798.92,Online,ATM,City_17,Clothing,5371.88,Prepaid,60,5,0,0
TXN029006,USR1072,2023-07-21,470.51,Wire Transfer,ATM,City_16,Clothing,576.12,Credit,25,3,0,0
TXN029007,USR1280,2023-07-21,346.04,Online,Desktop,City_5,Clothing,21246.6,Debit,49,4,1,0
TXN029008,USR1540,2023-07-21,105.73,POS,Mobile,City_16,Healthcare,7795.62,Prepaid,91,1,0,0
TXN029009,USR5300,2023-07-21,208.64,POS,Mobile,City_9,Healthcare,29315.97,Credit,238,6,0,0
TXN029010,USR8897,2023-07-21,995.6,POS,Mobile,City_15,Groceries,18937.21,Credit,131,2,0,0
TXN029011,USR3978,2023-07-21,945.56,Mobile Payment,Desktop,City_20,Gas,65810.87,Credit,294,6,0,0
TXN029012,USR2261,2023-07-21,94.06,POS,Mobile,City_19,Healthcare,18945.57,Credit,1,3,0,0
TXN029013,USR1655,2023-07-21,893.2,Online,Desktop,City_11,Gas,2316.14,Credit,60,5,0,1
TXN029014,USR9348,2023-07-21,63.01,POS,Mobile,City_11,Travel,10470.89,Debit,30,5,0,0
TXN029015,USR5181,2023-07-21,496.68,Online,Desktop,City_4,Travel,896.84,Credit,102,1,0,1
TXN029016,USR3247,2023-07-21,512.5,ATM,ATM,City_5,Gas,3112.68,Prepaid,47,1,0,1
TXN029017,USR5395,2023-07-21,454.96,Online,Mobile,City_6,Restaurants,742.11,Debit,13,1,0,1
TXN029018,USR2109,2023-07-21,233.13,ATM,Mobile,City_15,Entertainment,15491.61,Prepaid,192,1,0,0
TXN029019,USR6405,2023-07-21,504.44,POS,Tablet,City_1,Clothing,19547.26,Credit,172,2,0,0
TXN029020,USR3791,2023-07-21,346.43,ATM,Mobile,City_3,Groceries,64029.61,Credit,85,2,1,0
TXN029021,USR8713,2023-07-21,78.13,Online,Tablet,City_18,Gas,7284.29,Debit,196,4,0,0
TXN029022,USR2850,2023-07-21,38.37,Mobile Payment,ATM,City_12,Restaurants,17025.18,Credit,7,2,1,0
TXN029023,USR1408,2023-07-21,10.98,POS,Desktop,City_5,Healthcare,319.06,Debit,26,1,0,0
TXN029024,USR8531,2023-07-21,81.72,POS,Mobile,City_2,Clothing,283.05,Credit,300,4,0,0
TXN029025,USR9275,2023-07-21,70.85,Online,Desktop,City_5,Electronics,3878.19,Debit,28,2,0,0
TXN029026,USR5349,2023-07-21,441.13,Online,Tablet,City_6,Entertainment,2469.36,Credit,183,6,0,0
TXN029027,USR4301,2023-07-21,849.46,Online,Desktop,City_17,Gas,14784.27,Debit,185,4,1,0
TXN029028,USR3210,2023-07-21,600.75,POS,Mobile,City_16,Travel,26751.26,Credit,215,3,0,0
TXN029029,USR5626,2023-07-21,229.52,Online,Desktop,City_2,Gas,100.0,Credit,101,8,0,0
TXN029030,USR4384,2023-07-21,246.01,POS,Desktop,City_4,Entertainment,68174.31,Debit,1,1,0,0
TXN029031,USR5080,2023-07-21,50.44,POS,Mobile,City_19,Travel,33573.79,Debit,126,1,0,0
TXN029032,USR9144,2023-07-21,299.45,Online,Desktop,City_3,Entertainment,21411.34,Credit,102,3,0,0
TXN029033,USR4820,2023-07-21,24.54,POS,ATM,City_18,Healthcare,11896.76,Debit,27,4,0,0
TXN029034,USR6658,2023-07-21,1758.37,Mobile Payment,Mobile,City_7,Travel,20020.57,Debit,131,2,0,1
TXN029035,USR1988,2023-07-21,216.33,Mobile Payment,Mobile,City_12,Restaurants,8110.14,Debit,133,3,0,0
TXN029036,USR2991,2023-07-21,163.57,POS,Mobile,City_20,Clothing,6889.1,Debit,60,5,0,0
TXN029037,USR7231,2023-07-21,748.32,Online,Mobile,City_10,Healthcare,12580.48,Debit,1,2,0,1
TXN029038,USR9629,2023-07-21,573.21,Online,Mobile,City_17,Entertainment,12420.71,Credit,24,4,0,0
TXN029039,USR3899,2023-07-21,120.13,Online,ATM,City_11,Travel,33389.97,Credit,97,3,1,1
TXN029040,USR4133,2023-07-21,1590.16,POS,Tablet,City_7,Healthcare,10397.71,Credit,215,3,0,1
TXN029041,USR9556,2023-07-21,5274.14,POS,Mobile,City_1,Travel,1659.78,Debit,36,2,0,1
TXN029042,USR5336,2023-07-21,565.07,ATM,Mobile,City_4,Restaurants,4772.41,Debit,1,2,0,0
TXN029043,USR8336,2023-07-21,235.69,Online,Mobile,City_8,Clothing,18494.2,Credit,35,2,0,0
TXN029044,USR3948,2023-07-21,384.58,Online,ATM,City_8,Travel,61006.72,Debit,20,1,0,0
TXN029045,USR9535,2023-07-21,2826.92,Wire Transfer,ATM,City_20,Groceries,39129.77,Credit,51,7,0,1
TXN029046,USR1406,2023-07-21,826.93,POS,Mobile,City_8,Travel,42574.89,Credit,33,5,1,1
TXN029047,USR7357,2023-07-21,265.74,POS,Desktop,City_20,Electronics,2955.21,Credit,27,2,1,0
TXN029048,USR7944,2023-07-21,756.07,Wire Transfer,Desktop,City_2,Groceries,3699.11,Credit,15,1,0,0
TXN029049,USR4799,2023-07-21,353.5,POS,Desktop,City_14,Travel,3839.96,Debit,11,7,0,1
TXN029050,USR9425,2023-07-21,2864.75,Online,ATM,City_9,Electronics,33614.37,Credit,30,3,0,1
TXN029051,USR4477,2023-07-21,319.38,Online,Desktop,City_8,Gas,4240.81,Debit,134,3,0,0
TXN029052,USR8572,2023-07-21,921.76,POS,Desktop,City_8,Healthcare,24975.01,Prepaid,63,1,0,0
TXN029053,USR1124,2023-07-21,5808.61,POS,Mobile,City_17,Restaurants,15094.02,Credit,20,1,0,1
TXN029054,USR5067,2023-07-21,575.6,POS,Mobile,City_18,Restaurants,8040.23,Debit,20,5,1,0
TXN029055,USR2696,2023-07-21,850.73,POS,Tablet,City_12,Groceries,25429.25,Debit,21,1,0,0
TXN029056,USR8188,2023-07-21,1114.31,ATM,ATM,City_3,Electronics,7158.04,Debit,53,5,0,0
TXN029057,USR7107,2023-07-21,752.98,Online,Mobile,City_1,Clothing,13765.09,Credit,80,4,0,0
TXN029058,USR7887,2023-07-21,503.47,ATM,Mobile,City_14,Travel,22107.97,Debit,121,7,0,0
TXN029059,USR1210,2023-07-21,359.99,Wire Transfer,Desktop,City_15,Gas,12017.47,Credit,35,1,0,0
TXN029060,USR9947,2023-07-21,1591.93,Wire Transfer,Desktop,City_13,Travel,4246.53,Credit,1,5,0,1
TXN029061,USR5774,2023-07-21,110.67,Wire Transfer,Desktop,City_3,Healthcare,6449.06,Credit,5,1,0,0
TXN029062,USR2724,2023-07-21,522.89,POS,Mobile,City_14,Clothing,6430.73,Prepaid,19,2,0,0
TXN029063,USR1251,2023-07-21,4816.75,POS,ATM,City_11,Healthcare,21663.58,Credit,26,5,0,1
TXN029064,USR2219,2023-07-21,509.13,Online,ATM,City_8,Gas,6155.53,Credit,19,2,0,0
TXN029065,USR8616,2023-07-21,131.69,Wire Transfer,Mobile,City_3,Restaurants,7774.07,Debit,3,3,0,0
TXN029066,USR9105,2023-07-21,29.7,POS,Tablet,City_5,Healthcare,9768.39,Credit,24,4,0,0
TXN029067,USR8257,2023-07-21,18.16,Online,Mobile,City_8,Restaurants,10660.24,Debit,9,4,0,0
TXN029068,USR1384,2023-07-21,124.75,Online,Mobile,City_15,Healthcare,38234.37,Debit,1,5,0,0
TXN029069,USR4813,2023-07-21,30.91,Online,Mobile,City_10,Entertainment,6227.6,Debit,75,4,0,0
TXN029070,USR5453,2023-07-21,288.39,ATM,ATM,City_13,Electronics,8485.1,Credit,31,2,0,1
TXN029071,USR7286,2023-07-21,1368.18,ATM,Tablet,City_13,Clothing,25453.45,Debit,51,6,0,0
TXN029072,USR7787,2023-07-21,1647.84,Online,Desktop,City_5,Entertainment,741.77,Debit,9,1,1,1
TXN029073,USR1510,2023-07-21,1176.31,POS,Desktop,City_12,Groceries,11000.27,Credit,9,3,0,1
TXN029074,USR1823,2023-07-21,1010.89,Online,Mobile,City_3,Travel,5959.02,Credit,10,6,1,1
TXN029075,USR7799,2023-07-21,1155.09,ATM,Desktop,City_9,Restaurants,2515.74,Prepaid,53,5,0,0
TXN029076,USR5607,2023-07-21,249.73,Mobile Payment,ATM,City_12,Travel,6542.05,Debit,4,2,0,0
TXN029077,USR8269,2023-07-21,2797.19,POS,Mobile,City_17,Clothing,9264.59,Prepaid,16,4,0,1
TXN029078,USR2328,2023-07-21,4496.38,Mobile Payment,ATM,City_10,Gas,6914.1,Debit,1,2,0,1
TXN029079,USR1167,2023-07-21,1691.53,POS,Mobile,City_15,Restaurants,31428.81,Credit,212,5,0,1
TXN029080,USR8469,2023-07-21,219.39,POS,ATM,City_5,Healthcare,18564.32,Prepaid,54,4,0,0
TXN029081,USR7269,2023-07-21,2628.68,POS,Desktop,City_19,Restaurants,100.0,Prepaid,132,4,0,1
TXN029082,USR1266,2023-07-21,2572.09,POS,Desktop,City_20,Electronics,12255.89,Credit,15,7,0,1
TXN029083,USR8136,2023-07-21,1901.0,POS,Desktop,City_20,Entertainment,932.61,Credit,77,3,1,1
TXN029084,USR6597,2023-07-21,245.39,ATM,Mobile,City_18,Groceries,2509.2,Credit,58,5,0,0
TXN029085,USR1412,2023-07-21,3204.11,Online,Mobile,City_7,Travel,22410.14,Credit,141,1,0,1
TXN029086,USR5911,2023-07-21,3804.19,POS,Desktop,City_3,Electronics,15296.43,Debit,98,2,1,1
TXN029087,USR9908,2023-07-21,119.79,POS,Mobile,City_6,Travel,21318.82,Debit,84,4,0,0
TXN029088,USR9154,2023-07-21,1464.6,Wire Transfer,Desktop,City_20,Groceries,23912.82,Debit,114,1,0,0
TXN029089,USR6240,2023-07-22,3075.21,Wire Transfer,ATM,City_19,Clothing,2365.68,Debit,2,3,0,1
TXN029090,USR9476,2023-07-22,569.52,POS,Desktop,City_7,Travel,15898.42,Credit,68,3,0,0
TXN029091,USR8188,2023-07-22,32.62,ATM,Mobile,City_16,Gas,4925.89,Debit,177,3,1,0
TXN029092,USR5821,2023-07-22,75.82,POS,Desktop,City_10,Gas,55692.39,Credit,10,4,1,0
TXN029093,USR3587,2023-07-22,384.84,POS,Mobile,City_13,Restaurants,4625.64,Debit,181,3,0,0
TXN029094,USR7249,2023-07-22,187.53,ATM,Desktop,City_15,Groceries,1540.38,Credit,29,3,0,0
TXN029095,USR5692,2023-07-22,207.5,ATM,Desktop,City_1,Gas,382.88,Debit,9,6,0,0
TXN029096,USR5232,2023-07-22,266.93,ATM,Mobile,City_12,Travel,34407.17,Credit,186,3,0,0
TXN029097,USR2196,2023-07-22,2898.83,POS,Desktop,City_6,Electronics,13997.76,Prepaid,14,3,1,1
TXN029098,USR6890,2023-07-22,423.47,Online,Desktop,City_17,Restaurants,17045.03,Prepaid,80,1,0,0
TXN029099,USR2528,2023-07-22,27.64,ATM,ATM,City_14,Restaurants,1520.03,Credit,53,6,0,0
TXN029100,USR3826,2023-07-22,320.61,Mobile Payment,Desktop,City_9,Gas,22155.67,Credit,3,6,0,1
TXN029101,USR3876,2023-07-22,469.22,Online,Mobile,City_16,Gas,21777.05,Debit,69,3,0,0
TXN029102,USR2867,2023-07-22,645.03,ATM,Desktop,City_4,Electronics,8830.96,Credit,92,6,0,0
TXN029103,USR2422,2023-07-22,2312.03,Online,ATM,City_19,Electronics,26043.05,Debit,1,1,0,1
TXN029104,USR9362,2023-07-22,444.4,Online,Tablet,City_13,Travel,19372.09,Credit,1,3,0,1
TXN029105,USR6516,2023-07-22,576.95,Online,Mobile,City_14,Restaurants,670.45,Credit,15,1,0,0
TXN029106,USR3454,2023-07-22,295.45,ATM,Mobile,City_1,Gas,11005.9,Prepaid,40,1,0,0
TXN029107,USR3886,2023-07-22,1041.26,POS,Desktop,City_1,Healthcare,30419.83,Prepaid,106,4,1,0
TXN029108,USR9748,2023-07-22,207.63,POS,Desktop,City_19,Travel,592.98,Credit,25,1,0,0
TXN029109,USR6585,2023-07-22,160.28,ATM,Mobile,City_12,Groceries,7566.5,Credit,17,3,1,0
TXN029110,USR4682,2023-07-22,2064.64,POS,Desktop,City_5,Groceries,32468.53,Credit,77,1,0,0
TXN029111,USR8784,2023-07-22,530.96,POS,Tablet,City_17,Clothing,12435.73,Credit,23,4,1,0
TXN029112,USR7540,2023-07-22,4524.17,POS,Mobile,City_13,Healthcare,6866.16,Credit,134,4,0,1
TXN029113,USR9959,2023-07-22,48.11,POS,Desktop,City_2,Healthcare,26335.09,Debit,20,6,0,0
TXN029114,USR8995,2023-07-22,241.81,POS,Desktop,City_12,Clothing,5454.98,Debit,24,4,0,0
TXN029115,USR1124,2023-07-22,1312.1,Wire Transfer,Desktop,City_5,Restaurants,13608.98,Debit,109,3,0,1
TXN029116,USR8574,2023-07-22,378.76,POS,Desktop,City_20,Gas,3742.72,Debit,150,4,1,1
TXN029117,USR7970,2023-07-22,524.41,Online,Desktop,City_14,Healthcare,322.2,Credit,21,1,0,0
TXN029118,USR6389,2023-07-22,6483.38,Online,Mobile,City_10,Electronics,6388.7,Prepaid,236,4,1,1
TXN029119,USR9656,2023-07-22,1113.88,Online,Mobile,City_7,Travel,506.93,Credit,45,4,0,0
TXN029120,USR5488,2023-07-22,418.4,POS,Mobile,City_20,Clothing,17874.35,Debit,95,5,0,0
TXN029121,USR7956,2023-07-22,828.15,ATM,Mobile,City_17,Entertainment,33265.33,Credit,1,2,0,1
TXN029122,USR6691,2023-07-22,237.36,Wire Transfer,Tablet,City_6,Restaurants,4818.81,Debit,35,2,0,1
TXN029123,USR5526,2023-07-22,776.29,Mobile Payment,Desktop,City_1,Electronics,10165.01,Debit,1,4,0,1
TXN029124,USR1125,2023-07-22,937.65,Online,Mobile,City_18,Groceries,18239.09,Credit,46,4,0,1
TXN029125,USR9219,2023-07-22,117.17,POS,Desktop,City_20,Healthcare,3419.0,Credit,71,3,0,0
